1_0,2_0,2_1,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,E
9.733498e-15,2.2140379e-13,1.5556491e-12,2.2635789e-12,1.4166108e-11,9.7184073e-11,9.3194333e-12,3.9686758e-11,1.4362356e-10,5.5570767e-12,1.11892e-11,264.57513
9.7205811e-15,2.2014299e-13,1.5410481e-12,2.2166574e-12,1.38295e-11,9.2832073e-11,8.8021637e-12,3.751361e-11,1.3540504e-10,5.0405589e-12,1.0269371e-11,276.6492
9.7069834e-15,2.1883584e-13,1.5260458e-12,2.1689222e-12,1.348867e-11,8.8555712e-11,8.3000636e-12,3.5399771e-11,1.2717907e-10,4.5624568e-12,9.3953873e-12,289.27427
9.6925689e-15,2.1747929e-13,1.5106277e-12,2.1204697e-12,1.3144111e-11,8.4359732e-11,7.8141297e-12,3.3350881e-11,1.1902405e-10,4.1234026e-12,8.5710281e-12,302.4755
9.6773935e-15,2.160711e-13,1.4947812e-12,2.0713549e-12,1.2795971e-11,8.0248181e-11,7.346254e-12,3.1368544e-11,1.1099954e-10,3.7229633e-12,7.7994692e-12,316.27917
9.6615887e-15,2.1461174e-13,1.4785034e-12,2.0215859e-12,1.2444404e-11,7.6224472e-11,6.8978045e-12,2.9455691e-11,1.0317778e-10,3.3593483e-12,7.0830496e-12,330.71278
9.6453322e-15,2.1310262e-13,1.4617934e-12,1.9711889e-12,1.2089729e-11,7.2292557e-11,6.4668393e-12,2.7616144e-11,9.5602098e-11,3.0290602e-12,6.4229897e-12,345.80508
9.6287623e-15,2.1154568e-13,1.4446498e-12,1.9202272e-12,1.1732295e-11,6.8455419e-11,6.0499053e-12,2.5842981e-11,8.8296735e-11,2.7274173e-12,5.8193076e-12,361.58613
9.6117057e-15,2.0993837e-13,1.4270577e-12,1.8687745e-12,1.1372465e-11,6.4715253e-11,5.6554364e-12,2.4142172e-11,8.1308901e-11,2.4531615e-12,5.2718119e-12,378.08736
9.5938582e-15,2.0827238e-13,1.4089847e-12,1.8169208e-12,1.1010859e-11,6.1075407e-11,5.2776275e-12,2.2522599e-11,7.4661158e-11,2.2059883e-12,4.7790961e-12,395.34163
9.5748436e-15,2.0653791e-13,1.390392e-12,1.7647435e-12,1.0648286e-11,5.7540404e-11,4.9166199e-12,2.0971432e-11,6.8357949e-11,1.9846647e-12,4.3376314e-12,413.38331
9.5544967e-15,2.0473264e-13,1.3712671e-12,1.7122219e-12,1.0285027e-11,5.411388e-11,4.5755259e-12,1.9494247e-11,6.2407602e-11,1.7867873e-12,3.9412348e-12,432.24834
9.5329522e-15,2.02861e-13,1.3516202e-12,1.6593309e-12,9.9209693e-12,5.0798687e-11,4.2516462e-12,1.8095047e-11,5.6831931e-11,1.6084989e-12,3.5804386e-12,451.97428
9.5104185e-15,2.0092942e-13,1.3314667e-12,1.6062554e-12,9.5571605e-12,4.7597633e-11,3.9444684e-12,1.6767945e-11,5.1618177e-11,1.4452953e-12,3.2445084e-12,472.60044
9.4871471e-15,1.9894115e-13,1.3108246e-12,1.5532187e-12,9.1948952e-12,4.4512791e-11,3.6536121e-12,1.5509185e-11,4.6752621e-11,1.2962299e-12,2.9316854e-12,494.16788
9.4631164e-15,1.9689035e-13,1.2897126e-12,1.5002088e-12,8.8343036e-12,4.1546271e-11,3.3803875e-12,1.4325198e-11,4.2247692e-11,1.1612212e-12,2.6427751e-12,516.71956
9.4380797e-15,1.9476993e-13,1.2681457e-12,1.4471886e-12,8.4755384e-12,3.8699759e-11,3.1227911e-12,1.3211184e-11,3.8083317e-11,1.0397238e-12,2.378047e-12,540.30041
9.4117785e-15,1.92578e-13,1.2461028e-12,1.3943035e-12,8.1192417e-12,3.5975154e-11,2.8809311e-12,1.2160809e-11,3.4247222e-11,9.3060737e-13,2.1370779e-12,564.95738
9.3841421e-15,1.9031473e-13,1.2235426e-12,1.3416708e-12,7.766206e-12,3.3374376e-11,2.6541626e-12,1.1178456e-11,3.0727255e-11,8.3218944e-13,1.9187035e-12,590.73959
9.3551654e-15,1.8798103e-13,1.200423e-12,1.2893073e-12,7.4173494e-12,3.0897433e-11,2.4419846e-12,1.0259032e-11,2.7500632e-11,7.4365681e-13,1.7220576e-12,617.69839
9.3248562e-15,1.8558062e-13,1.1767866e-12,1.2373844e-12,7.0734184e-12,2.8542154e-11,2.2437917e-12,9.4003074e-12,2.4553945e-11,6.646255e-13,1.5461165e-12,645.88748
9.2932233e-15,1.8311827e-13,1.1527219e-12,1.1861357e-12,6.734853e-12,2.6311793e-11,2.0587404e-12,8.5999274e-12,2.1877942e-11,5.9431419e-13,1.3889173e-12,675.36299
9.2602833e-15,1.8059213e-13,1.1282552e-12,1.1353601e-12,6.4021812e-12,2.420614e-11,1.8865248e-12,7.8553592e-12,1.9452306e-11,5.314374e-13,1.2473225e-12,706.18363
9.2260699e-15,1.7799662e-13,1.1033822e-12,1.0850765e-12,6.0760738e-12,2.2217655e-11,1.7267265e-12,7.1648743e-12,1.7251412e-11,4.7455157e-13,1.1178939e-12,738.4108
9.1906307e-15,1.753273e-13,1.0781022e-12,1.0358325e-12,5.75701e-12,2.0348714e-11,1.5781405e-12,6.524762e-12,1.5267208e-11,4.2330061e-13,9.9999077e-13,772.10867
9.1540295e-15,1.7259355e-13,1.0524605e-12,9.8760509e-13,5.4456249e-12,1.8597517e-11,1.4405284e-12,5.9329016e-12,1.3489968e-11,3.7744185e-13,8.9339154e-13,807.34438
9.1162245e-15,1.698027e-13,1.0265034e-12,9.4018493e-13,5.1425162e-12,1.6958227e-11,1.3132714e-12,5.38665e-12,1.1900641e-11,3.3649322e-13,7.9745454e-13,844.18808
9.0770111e-15,1.6694625e-13,1.0002401e-12,8.936419e-13,4.847933e-12,1.5428922e-11,1.1959362e-12,4.8833332e-12,1.0472189e-11,2.9976298e-13,7.1114273e-13,882.71317
9.0361612e-15,1.6401329e-13,9.7367277e-13,8.4821442e-13,4.562142e-12,1.4006084e-11,1.0875816e-12,4.420694e-12,9.1926006e-12,2.6690775e-13,6.3383014e-13,922.99639
8.9937572e-15,1.6102381e-13,9.4684524e-13,8.0402285e-13,4.2857651e-12,1.2686703e-11,9.8790299e-13,3.995728e-12,8.0550784e-12,2.3768891e-13,5.6491161e-13,965.11795
8.9500909e-15,1.5800789e-13,9.1982483e-13,7.6098358e-13,4.0191867e-12,1.1465838e-11,8.9629669e-13,3.6064497e-12,7.0465027e-12,2.1168599e-13,5.0334337e-13,1009.1618
8.9050882e-15,1.5494126e-13,8.9263376e-13,7.1910149e-13,3.7624418e-12,1.0338247e-11,8.1229864e-13,3.2504724e-12,6.1492412e-12,1.8835769e-13,4.4780495e-13,1055.2155
8.8583771e-15,1.5178716e-13,8.6528345e-13,6.7852799e-13,3.5157904e-12,9.3007366e-12,7.3525414e-13,2.9253755e-12,5.3552789e-12,1.6748616e-13,3.9783192e-13,1103.371
8.8097606e-15,1.4856111e-13,8.3781576e-13,6.393425e-13,3.2793928e-12,8.3482937e-12,6.6478474e-13,2.6290508e-12,4.6572341e-12,1.4890419e-13,3.5313344e-13,1153.7241
8.7595329e-15,1.4529809e-13,8.1028514e-13,6.0147811e-13,3.0533248e-12,7.4761429e-12,6.0040377e-13,2.3593695e-12,4.0427317e-12,1.3232691e-13,3.1317422e-13,1206.3751
8.7079821e-15,1.419976e-13,7.8272665e-13,5.6493216e-13,2.8376424e-12,6.6796619e-12,5.4167028e-13,2.1144547e-12,3.5006288e-12,1.1749692e-13,2.7744084e-13,1261.4288
8.6546917e-15,1.3865412e-13,7.5517326e-13,5.2986015e-13,2.6324115e-12,5.9543578e-12,4.881618e-13,1.8922845e-12,3.026119e-12,1.0430314e-13,2.4565759e-13,1318.995
8.5992498e-15,1.3526316e-13,7.276679e-13,4.9622396e-13,2.437482e-12,5.2956006e-12,4.3947198e-13,1.6912189e-12,2.611945e-12,9.2574833e-14,2.1738972e-13,1379.1882
8.5419587e-15,1.3183139e-13,7.0025289e-13,4.6401447e-13,2.2528019e-12,4.6988706e-12,3.9522835e-13,1.5093881e-12,2.2491731e-12,8.2101473e-14,1.921099e-13,1442.1284
8.4831023e-15,1.283718e-13,6.7296774e-13,4.3319211e-13,2.0782559e-12,4.1597362e-12,3.5508088e-13,1.3452585e-12,1.9334381e-12,7.2785071e-14,1.6959533e-13,1507.9409
8.4222734e-15,1.2488146e-13,6.4586641e-13,4.0379512e-13,1.9136652e-12,3.6738948e-12,3.1872187e-13,1.1974865e-12,1.6597363e-12,6.4513405e-14,1.4960263e-13,1576.7568
8.3592089e-15,1.2135763e-13,6.1899452e-13,3.758592e-13,1.758837e-12,3.2374167e-12,2.8577234e-13,1.0643804e-12,1.4215533e-12,5.7137925e-14,1.3180271e-13,1648.7131
8.2940568e-15,1.1781122e-13,5.9237192e-13,3.4931631e-13,1.6135116e-12,2.8462624e-12,2.5600697e-13,9.4495224e-13,1.2154302e-12,5.0581068e-14,1.1601499e-13,1723.9533
8.2268724e-15,1.1424741e-13,5.6603916e-13,3.2416344e-13,1.4774343e-12,2.4964912e-12,2.2916874e-13,8.3801485e-13,1.0377526e-12,4.4760184e-14,1.0203835e-13,1802.627
8.1575682e-15,1.1066985e-13,5.400557e-13,3.0035547e-13,1.3504111e-12,2.1848781e-12,2.0492862e-13,7.4207325e-13,8.841361e-13,3.9574536e-14,8.9625982e-14,1884.8911
8.0860916e-15,1.0708783e-13,5.1447819e-13,2.7787829e-13,1.231351e-12,1.9067497e-12,1.8310992e-13,6.5634111e-13,7.521575e-13,3.4974361e-14,7.8650022e-14,1970.9094
8.0123903e-15,1.0350241e-13,4.8931915e-13,2.5671051e-13,1.1220879e-12,1.6625893e-12,1.6348112e-13,5.7981243e-13,6.3890737e-13,3.0899211e-14,6.89536e-14,2060.8532
7.9363317e-15,9.9915327e-14,4.64603e-13,2.3680171e-13,1.0192704e-12,1.4443276e-12,1.4581427e-13,5.1149269e-13,5.4160371e-13,2.7287111e-14,6.0382415e-14,2154.9016
7.8579482e-15,9.6335604e-14,4.403944e-13,2.1811594e-13,9.2472235e-13,1.2527166e-12,1.2996826e-13,4.5075002e-13,4.5853855e-13,2.4093316e-14,5.2837228e-14,2253.242
7.7772801e-15,9.2769573e-14,4.167204e-13,2.0061209e-13,8.3729566e-13,1.0840073e-12,1.1574317e-13,3.9670075e-13,3.8749056e-13,2.125778e-14,4.6183354e-14,2356.0703
7.6936875e-15,8.9217574e-14,3.9363485e-13,1.8424599e-13,7.5672286e-13,9.3597676e-13,1.0300174e-13,3.487292e-13,3.2695639e-13,1.8744301e-14,4.0329825e-14,2463.5911
7.6072791e-15,8.5686777e-14,3.7116458e-13,1.6896543e-13,6.826351e-13,8.0641874e-13,9.1602472e-14,3.0620339e-13,2.7550404e-13,1.6521142e-14,3.5187392e-14,2576.0188
7.5189112e-15,8.2190316e-14,3.4930371e-13,1.5473532e-13,6.1466625e-13,6.934662e-13,8.1401699e-14,2.6850192e-13,2.3174668e-13,1.455543e-14,3.0668563e-14,2693.5771
7.4279481e-15,7.8727204e-14,3.2811696e-13,1.4149186e-13,5.5243631e-13,5.9494938e-13,7.2292066e-14,2.3519191e-13,1.9471182e-13,1.2821083e-14,2.6712017e-14,2816.5003
7.3341762e-15,7.5302927e-14,3.0762324e-13,1.2920907e-13,4.9558628e-13,5.0936415e-13,6.4144892e-14,2.0575044e-13,1.6329206e-13,1.1287256e-14,2.3243554e-14,2945.0332
7.2375927e-15,7.1923922e-14,2.8784313e-13,1.1782321e-13,4.4377658e-13,4.3520102e-13,5.6879429e-14,1.7981566e-13,1.3677566e-13,9.9345523e-15,2.0207564e-14,3079.4318
7.1377658e-15,6.859151e-14,2.6880654e-13,1.0729571e-13,3.9666685e-13,3.7109636e-13,5.0400317e-14,1.5695785e-13,1.143771e-13,8.7405208e-15,1.7540439e-14,3219.9637
7.0354462e-15,6.5314993e-14,2.505243e-13,9.7577383e-14,3.5390201e-13,3.1580293e-13,4.4634503e-14,1.3685901e-13,9.5538549e-14,7.6873144e-15,1.5207692e-14,3366.909
6.9305557e-15,6.2104176e-14,2.3300407e-13,8.8602767e-14,3.1519585e-13,2.6830636e-13,3.9500046e-14,1.191757e-13,7.9688622e-14,6.7555132e-15,1.3177191e-14,3520.5601
6.8227234e-15,5.895703e-14,2.1626125e-13,8.0359273e-14,2.802051e-13,2.2742332e-13,3.4934627e-14,1.0365799e-13,6.6392741e-14,5.9338466e-15,1.1413086e-14,3681.2233
6.7121489e-15,5.5885979e-14,2.003064e-13,7.2778631e-14,2.4865583e-13,1.9239558e-13,3.0874833e-14,9.0058854e-14,5.5229e-14,5.212542e-15,9.8726448e-15,3849.2184
6.5988127e-15,5.2881556e-14,1.8513606e-13,6.5830147e-14,2.2027589e-13,1.6244859e-13,2.7271773e-14,7.8169643e-14,4.5889515e-14,4.5787919e-15,8.5305494e-15,4024.88
6.4824951e-15,4.9946596e-14,1.7075416e-13,5.9466928e-14,1.9479053e-13,1.3689318e-13,2.4075345e-14,6.7770997e-14,3.8084664e-14,4.0175352e-15,7.3657805e-15,4208.5582
6.3636522e-15,4.7116605e-14,1.5715016e-13,5.3646856e-14,1.7195676e-13,1.1523723e-13,2.1241764e-14,5.8692807e-14,3.1572952e-14,3.522719e-15,6.3562261e-15,4400.6186
6.242267e-15,4.4364669e-14,1.4431873e-13,4.8335419e-14,1.5153962e-13,9.6739317e-14,1.8726235e-14,5.0766557e-14,2.6120841e-14,3.0895453e-15,5.4782091e-15,4601.4438
6.1183469e-15,4.1703871e-14,1.3225184e-13,4.3492792e-14,1.3331414e-13,8.1056831e-14,1.6499217e-14,4.3865482e-14,2.1581349e-14,2.7098705e-15,4.7167959e-15,4811.4338
5.9919894e-15,3.9134927e-14,1.2092934e-13,3.9088364e-14,1.1708537e-13,6.7787955e-14,1.4530466e-14,3.786439e-14,1.7814099e-14,2.3754546e-15,4.0575746e-15,5031.0068
5.863323e-15,3.6661005e-14,1.1033452e-13,3.5086494e-14,1.0265251e-13,5.6581024e-14,1.2789422e-14,3.26511e-14,1.4685558e-14,2.0808181e-15,3.4868358e-15,5260.6002
5.7324075e-15,3.4281769e-14,1.0044541e-13,3.1455203e-14,8.9851468e-14,4.7144249e-14,1.1250069e-14,2.8124139e-14,1.2090624e-14,1.8218621e-15,2.9934937e-15,5500.6712
5.5993304e-15,3.20022e-14,9.1241942e-14,2.8167291e-14,7.8514678e-14,3.92307e-14,9.8898846e-15,2.4192461e-14,9.9449115e-15,1.5949472e-15,2.5679568e-15,5751.6981
5.4642796e-15,2.9821107e-14,8.2697545e-14,2.5185223e-14,6.8492469e-14,3.2582131e-14,8.6897292e-15,2.0792025e-14,8.1695221e-15,1.3952647e-15,2.199974e-15,6014.1807
5.3273348e-15,2.7739218e-14,7.4787869e-14,2.2497303e-14,5.9651763e-14,2.6987165e-14,7.6310089e-15,1.7856015e-14,6.6983235e-15,1.2195894e-15,1.8821042e-15,6288.6419
5.1886957e-15,2.5756397e-14,6.7484251e-14,2.0070958e-14,5.1864766e-14,2.2313121e-14,6.696619e-15,1.5313012e-14,5.4846592e-15,1.0668579e-15,1.6105641e-15,6575.6283
5.0484786e-15,2.3872251e-14,6.075902e-14,1.7885937e-14,4.5019787e-14,1.8416227e-14,5.8738502e-15,1.3117759e-14,4.4848474e-15,9.3281775e-16,1.3771506e-15,6875.7115
4.9070524e-15,2.2085896e-14,5.4581532e-14,1.591951e-14,3.9013378e-14,1.5174138e-14,5.1499623e-15,1.1226868e-14,3.6636819e-15,8.1452877e-16,1.1753744e-15,7189.4893
4.7641671e-15,2.0395764e-14,4.8921416e-14,1.4151516e-14,3.3753917e-14,1.2495128e-14,4.5117924e-15,9.5941496e-15,2.9942907e-15,7.1161768e-16,1.0026401e-15,7517.5865
4.6202277e-15,1.8800686e-14,4.3750333e-14,1.2564284e-14,2.9155392e-14,1.0264256e-14,3.9503286e-15,8.1921356e-15,2.4410043e-15,6.2134124e-16,8.544969e-16,7860.6566
4.4753981e-15,1.7298211e-14,3.9038556e-14,1.1142582e-14,2.5141723e-14,8.4080744e-15,3.4567346e-15,6.9890194e-15,1.9835035e-15,5.4183072e-16,7.2720676e-16,8219.383
4.3299054e-15,1.5886834e-14,3.475752e-14,9.8695984e-15,2.1646225e-14,6.8783032e-15,3.022672e-15,5.9540766e-15,1.6107793e-15,4.7230485e-16,6.1816911e-16,8594.4801
4.1839895e-15,1.4563789e-14,3.0878e-14,8.7320309e-15,1.8606337e-14,5.6162677e-15,2.6417097e-15,5.0683084e-15,1.3066824e-15,4.1177347e-16,5.2513132e-16,8986.695
4.0379714e-15,1.3326598e-14,2.7372501e-14,7.7170117e-15,1.5968848e-14,4.5882721e-15,2.3075269e-15,4.3082867e-15,1.0600241e-15,3.5863836e-16,4.4568326e-16,9396.8089
3.8918907e-15,1.2172002e-14,2.4210789e-14,6.8117649e-15,1.3683878e-14,3.7407775e-15,2.0140209e-15,3.6571996e-15,8.5829105e-16,3.1212632e-16,3.7770194e-16,9825.6386
3.7459458e-15,1.1096717e-14,2.1366636e-14,6.0052806e-15,1.1707237e-14,3.0379668e-15,1.7564493e-15,3.1012701e-15,6.9303894e-16,2.7157214e-16,3.1966373e-16,10274.038
3.6005283e-15,1.0098029e-14,1.8815812e-14,5.2882514e-15,1.0001418e-14,2.4657562e-15,1.5310955e-15,2.6264314e-15,5.5922257e-16,2.361536e-16,2.7034698e-16,10742.901
3.4558175e-15,9.1723348e-15,1.6534136e-14,4.6516106e-15,8.5316556e-15,1.9978741e-15,1.333972e-15,2.2217579e-15,4.5022903e-16,2.0532635e-16,2.2840171e-16,11233.16
3.3121618e-15,8.316538e-15,1.4498144e-14,4.0870852e-15,7.26607e-15,1.6164242e-15,1.161317e-15,1.8785957e-15,3.6270593e-16,1.7833194e-16,1.92675e-16,11745.793
3.1696647e-15,7.5267293e-15,1.2688512e-14,3.5872476e-15,6.1811727e-15,1.3057291e-15,1.0101034e-15,1.585163e-15,2.9138621e-16,1.548123e-16,1.6238963e-16,12281.82
3.028775e-15,6.7999519e-15,1.1079695e-14,3.1448722e-15,5.2497721e-15,1.0574078e-15,8.7776747e-16,1.3360814e-15,2.3434368e-16,1.3437718e-16,1.3679818e-16,12842.31
2.8894968e-15,6.1319336e-15,9.6539721e-15,2.7542275e-15,4.4520997e-15,8.5307196e-16,7.6226701e-16,1.1254737e-15,1.8788234e-16,1.1644567e-16,1.1499717e-16,13428.377
2.7522513e-15,5.5198229e-15,8.3943548e-15,2.4095399e-15,3.7707361e-15,6.8631952e-16,6.611429e-16,9.4672694e-16,1.5042734e-16,1.0084875e-16,9.6631467e-17,14041.19
2.6171862e-15,4.9600308e-15,7.2838195e-15,2.1055783e-15,3.1894547e-15,5.5169197e-16,5.7316911e-16,7.9528575e-16,1.202014e-16,8.7367755e-17,8.115668e-17,14681.969
2.4845954e-15,4.448963e-15,6.3080957e-15,1.8380687e-15,2.6943455e-15,4.4295395e-16,4.9682686e-16,6.6725396e-16,9.5955649e-17,7.5523971e-17,6.7989735e-17,15351.991
2.3546071e-15,3.9835687e-15,5.4519316e-15,1.6031448e-15,2.2728761e-15,3.5519975e-16,4.2998309e-16,5.5917177e-16,7.6469905e-17,6.5296523e-17,5.6914181e-17,16052.589
2.2275332e-15,3.5607492e-15,4.704985e-15,1.3966251e-15,1.9153609e-15,2.8600797e-16,3.7184629e-16,4.6864445e-16,6.1181334e-17,5.6322379e-17,4.7611765e-17,16785.16
2.1035352e-15,3.1772682e-15,4.0502867e-15,1.2157128e-15,1.6114373e-15,2.2882778e-16,3.2142785e-16,3.9198003e-16,4.8794867e-17,4.8642411e-17,3.9819303e-17,17551.162
1.9828532e-15,2.830238e-15,3.4798797e-15,1.0569909e-15,1.3543358e-15,1.8282598e-16,2.776181e-16,3.2770758e-16,3.8822358e-17,4.1976979e-17,3.3261285e-17,18352.121
1.8655697e-15,2.5167404e-15,2.9841049e-15,9.1812202e-16,1.1370344e-15,1.4590964e-16,2.3957202e-16,2.7336234e-16,3.0838742e-17,3.6144406e-17,2.7685535e-17,19189.633
1.7519386e-15,2.2342519e-15,2.554221e-15,7.967359e-16,9.5313131e-16,1.1631219e-16,2.0668991e-16,2.2796908e-16,2.4467806e-17,3.11235e-17,2.3058642e-17,20065.365
1.6420073e-15,1.9800842e-15,2.1821786e-15,6.9074384e-16,7.9827068e-16,9.2594821e-17,1.7805229e-16,1.8984533e-16,1.9430938e-17,2.6789516e-17,1.9212585e-17,20981.061
1.5359967e-15,1.7519545e-15,1.860904e-15,5.9813253e-16,6.6767928e-16,7.3553895e-17,1.5328668e-16,1.5800813e-16,1.5403085e-17,2.3045536e-17,1.5979703e-17,21938.546
1.4339177e-15,1.5473323e-15,1.5853226e-15,5.1760764e-16,5.5801532e-16,5.8905728e-17,1.3194491e-16,1.3148174e-16,1.2301979e-17,1.9827516e-17,1.3271889e-17,22939.727
1.3359334e-15,1.3647491e-15,1.3470522e-15,4.4746488e-16,4.6554433e-16,4.6718759e-17,1.1346673e-16,1.0919881e-16,9.7050342e-18,1.7003127e-17,1.1009754e-17,23986.596
1.2420948e-15,1.2015587e-15,1.1424815e-15,3.863979e-16,3.8788129e-16,3.6970661e-17,9.7450334e-17,9.0600825e-17,7.6902039e-18,1.4595166e-17,9.1442969e-18,25081.241
1.1524729e-15,1.0562176e-15,9.6733008e-16,3.3330521e-16,3.2287578e-16,2.9310756e-17,8.3633218e-17,7.5060937e-17,6.0394593e-18,1.2528379e-17,7.5686548e-18,26225.84
1.0670554e-15,9.2697569e-16,8.1762402e-16,2.872817e-16,2.6844237e-16,2.3155274e-17,7.1756671e-17,6.2173337e-17,4.7611387e-18,1.0741718e-17,6.2663634e-18,27422.674
9.8586688e-16,8.1225436e-16,6.8991622e-16,2.4735259e-16,2.2293355e-16,1.8268288e-17,6.1541674e-17,5.1457101e-17,3.763016e-18,9.2024035e-18,5.1794055e-18,28674.126
9.0888961e-16,7.1061503e-16,5.8140891e-16,2.1274108e-16,1.8490656e-16,1.4488725e-17,5.2711396e-17,4.2573572e-17,2.9576138e-18,7.8626897e-18,4.2817936e-18,29982.69
8.3607294e-16,6.2074242e-16,4.8938341e-16,1.8277845e-16,1.5330103e-16,1.1456979e-17,4.5114219e-17,3.5148248e-17,2.3417748e-18,6.7334947e-18,3.542884e-18,31350.97
7.6743632e-16,5.4139824e-16,4.1085382e-16,1.569292e-16,1.2689314e-16,9.0315945e-18,3.8553629e-17,2.8978878e-17,1.8343967e-18,5.7492148e-18,2.912572e-18,32781.693
7.0287604e-16,4.7148034e-16,3.4438209e-16,1.3457204e-16,1.0487774e-16,7.1069498e-18,3.2953586e-17,2.3899255e-17,1.4439177e-18,4.9213905e-18,2.4069719e-18,34277.707
6.4232988e-16,4.0997269e-16,2.881885e-16,1.1530604e-16,8.6614279e-17,5.5737469e-18,2.81515e-17,1.9664502e-17,1.1370501e-18,4.1861146e-18,1.9707476e-18,35841.994
5.856678e-16,3.5595428e-16,2.4079812e-16,9.8674697e-17,7.1432528e-17,4.3860861e-18,2.402539e-17,1.6194877e-17,8.8141296e-19,3.5755951e-18,1.6237095e-18,37477.667
5.3281552e-16,3.085932e-16,2.0089688e-16,8.441485e-17,5.8864578e-17,3.4363638e-18,2.0460862e-17,1.3287031e-17,6.9253002e-19,3.0399961e-18,1.3370037e-18,39187.986
4.8362507e-16,2.6714628e-16,1.674713e-16,7.2084379e-17,4.849065e-17,2.7215836e-18,1.7422203e-17,1.0902728e-17,5.4260519e-19,2.5900797e-18,1.0930157e-18,40976.356
4.3797396e-16,2.3091817e-16,1.393921e-16,6.1544754e-17,3.9905294e-17,2.1228497e-18,1.4837421e-17,8.9781749e-18,4.3412958e-19,2.2045815e-18,9.0370198e-19,42846.34
3.9572375e-16,1.9931368e-16,1.1574361e-16,5.2481795e-17,3.2768847e-17,1.6727002e-18,1.2614361e-17,7.3461582e-18,3.3388864e-19,1.8667092e-18,7.3223298e-19,44801.661
3.5674098e-16,1.7178615e-16,9.5966566e-17,4.4708258e-17,2.6888422e-17,1.2983638e-18,1.0724874e-17,6.0240548e-18,2.5970375e-19,1.593476e-18,6.0617545e-19,46846.215
3.2087209e-16,1.478533e-16,7.9434058e-17,3.8043257e-17,2.2050016e-17,1.0161218e-18,9.0757919e-18,4.903654e-18,2.0146709e-19,1.3420332e-18,4.8973342e-19,48984.074
2.8793958e-16,1.2707395e-16,6.5675375e-17,3.2341911e-17,1.803906e-17,7.8828775e-19,7.7088714e-18,4.0193672e-18,1.5728651e-19,1.1469111e-18,4.0429962e-19,51219.495
2.5780295e-16,1.0906454e-16,5.4201359e-17,2.7478089e-17,1.4741545e-17,6.157361e-19,6.520712e-18,3.2744135e-18,1.2412326e-19,9.6167351e-19,3.2682448e-19,53556.932
2.3028496e-16,9.3470251e-17,4.4808241e-17,2.3310785e-17,1.2077861e-17,4.8414551e-19,5.5399111e-18,2.6872214e-18,9.6861777e-20,8.2260754e-19,2.6951826e-19,56001.038
2.0522436e-16,7.9988187e-17,3.6867903e-17,1.9755867e-17,9.859136e-18,3.7489952e-19,4.668825e-18,2.1792902e-18,7.4526066e-20,6.8754727e-19,2.176552e-19,58556.683
1.8248507e-16,6.8362053e-17,3.0300336e-17,1.6731314e-17,8.0278305e-18,2.9182843e-19,3.9528274e-18,1.77461e-18,5.7008471e-20,5.8698551e-19,1.7780209e-19,61228.957
1.6189383e-16,5.834666e-17,2.4866735e-17,1.4150987e-17,6.5460964e-18,2.2570138e-19,3.3278089e-18,1.4425012e-18,4.520755e-20,4.9017019e-19,1.4421266e-19,64023.182
1.4330527e-16,4.9731872e-17,2.0377049e-17,1.1960711e-17,5.3286265e-18,1.7487307e-19,2.8176427e-18,1.1734971e-18,3.4628615e-20,4.1700322e-19,1.1714978e-19,66944.923
1.2655909e-16,4.2330896e-17,1.6685228e-17,1.0093821e-17,4.326283e-18,1.3578065e-19,2.364521e-18,9.5114957e-19,2.6817651e-20,3.4800293e-19,9.5015019e-20,70000.0
